,Date,Country,City,Killed,Injured,Description
23897,8/5/2014,Syria,Jerthe,3,0,Islamic State militants behead three men and then post the heads for display.
23898,8/5/2014,Syria,Maaloula,1,0,Video surfaces of a Christian man beheaded to shouts of 'Allah akbar'.
23899,8/5/2014,Iraq,Abu Ghraib,2,0,"Mujahideen fire on a car, killing two people."
23900,8/5/2014,Afghanistan,Uruzgan,7,0,A Taliban in police uniform drugs and murders seven Afghan cops.
23901,8/5/2014,Pakistan,Liaquatabad,2,0,"Ahl-e-Sunnat-Wal-Jamaat gunmen open fire on a Shiite-owned salon, killing an uncle and his nephew."
23902,8/6/2014,Egypt,Karama,1,0,Ansar Beit al-Maqdis claim the killing of a 58-year-old American oil worker.
23903,8/6/2014,Pakistan,Peshawar,1,2,"Sunnis open fire on a group of Sikhs, killing a teenager."
23904,8/6/2014,Cameroon,Zigague,10,0,Ten bus passengers are machine-gunned point blank by Boko Haram Islamists.
23905,8/6/2014,Iraq,Sadr City,31,84,Thirty-one people at a Shiite shopping center are reduced to pulp by Sunni bombers.
23906,8/6/2014,Yemen,Habban,5,1,Five security personnel are machine-gunned in their car by al-Qaeda.
23907,8/6/2014,Lebanon,Tripoli,1,7,A civilian is killed when Sunni radicals toss a bomb under a bridge.
23908,8/6/2014,India,Kupwara,1,0,"Terrorists fire on a security patrol, killing a member."
23909,8/6/2014,Nigeria,Gwoza,997,40,One-thousand people are reported dead after Boko Haram fire indiscriminately at residents of a Christian village while praising Allah.
23910,8/6/2014,Iraq,Baghdad,11,4,A Mujahid bombing claims the lives of eleven Iraqis.
23911,8/6/2014,Iraq,Sinjar,60,0,Another thirty children and thirty elderly are reported dead following displacement by the Islamic State.
23912,8/6/2014,Iraq,Qara Qosh,2,3,A Christian woman and her baby are killed by ISIS shelling.
23913,8/6/2014,Iraq,Aliya Rash,1,14,One other person is killed by a suicide truck bomber.
23914,8/6/2014,Iraq,Baghdad,17,25,Seventeen Iraqis are disassembled by a Fedayeen suicide bomber.
23915,8/6/2014,Libya,Tripoli,18,0,Eighteen Sudanese nationals are killed by a rocket strike during an assault by Islamic militia.
23916,8/7/2014,Yemen,Seyoun,50,0,At least fifty soldiers are reported killed during an al-Qaeda suicide attack.
23917,8/7/2014,Syria,Raqqa,36,0,Forty people are reported dead in three suicide blasts and subsequent beheadings by the Caliphate.
23918,8/7/2014,Iraq,Sinjar,397,500,The death toll from the slaughter of Yazidi religious minorities by Caliphate militants rises.
23919,8/7/2014,Libya,Zawiya,4,9,Four people are killed during an attack by Islamist militia.
23920,8/7/2014,Syria,Deir Ezzor,19,0,Nineteen oil workers are lined up and executed by militants who quote verse 5:32 of the Quran.
23921,8/7/2014,Iraq,Kirkuk,11,50,Eleven people outside a Shiite are reduced to pulp by co-religionists.
23922,8/8/2014,Yemen,Huta,14,0,Religion of Peace proponents capture and behead fourteen soldiers.
23923,8/8/2014,Afghanistan,Sangin,4,0,Religious extremists storm a checkpoint and kill four policemen.
23924,8/8/2014,Iraq,Iraq,15,0,Fifteen male members of a Yazidi family are beheaded by Islamic State.  The women are taken away for 'marriage'.
23925,8/8/2014,Afghanistan,Tenai Dara,4,2,Religious radicals storm a house in the middle of the night and slaughter four family members.
23926,8/8/2014,Syria,Damascus,15,0,Fifteen more people are reported killed by Ajnad al-Sham Islamist militia.
23927,8/9/2014,Syria,al-Bulel,2,0,ISIL beheads two captives.
23928,8/9/2014,Syria,Alippo,3,12,Three children are 'torn apart' by an Islamic State rocket.
23929,8/9/2014,Iraq,Makhmour,1,0,A journalist is killed by an ISIL shell.
23930,8/9/2014,Somalia,Buloburde,13,3,Thirteen security personnel are reportedly killed in an attack by al-Shabaab.
23931,8/10/2014,Iraq,Nineveh,17,0,Seventeen members of the Shabak religious minority are executed in cold blood by the Islamic State.
23932,8/10/2014,Pakistan,Surjani,2,2,A Shiite man and his daughter are exterminated by committed Sunnis.
23933,8/10/2014,Iraq,Jalawla,10,80,A Fedayeen suicide bomber kills ten Iraqis.
23934,8/10/2014,DRC,Kivu,3,0,Three priests kidnapped in 2012 are reported executed after refusing to convert to Islam
23935,8/10/2014,Afghanistan,Kabul,4,7,A woman and two children are sectionalized by a Shahid suicide bomber.
23936,8/10/2014,Nigeria,Kaduna,1,0,One person is killed when militant Muslims fire into a Catholic church during worship.
23937,8/10/2014,Nigeria,Doron Baga,31,122,"Pro-Sharia gunmen fire into a village, killing over thirty residents while shouting 'Allah Akbar'."
23938,8/10/2014,Syria,al-Shaafa,2,0,Two tribesmen are beheaded by the caliphate.
23939,8/11/2014,Nigeria,Zarazong,2,0,Militant Muslims burn homes and kill two residents of a Christian village.
23940,8/11/2014,Nigeria,Yelwa,14,0,Fourteen Christians are 'killed for their faith' by heavily-armed Muslims.
23941,8/11/2014,Iraq,Mosul,1,0,Islamists identify a Christian cab driver by his rosary and quickly butcher him.
23942,8/11/2014,Iraq,Bieji,2,0,Two Iraqis are kidnapped and shot in the head by al-Qaeda.
23943,8/11/2014,Syria,Mayadin,4,0,Four men are crucified by the Islamic State - two for blasphemy and two for 'dealing with apostates'.
23944,8/11/2014,Syria,Deir Ezzor,5,0,Five people are beheaded by ISIL.
23945,8/12/2014,Yemen,al-Jouf,15,0,At least fifteen are killed when radical Shiites clash with radical Sunnis.
23946,8/12/2014,Pakistan,Dera Ismail Khan,4,2,Three brothers are among four people gunned down by Taliban militants.
23947,8/12/2014,Iraq,Diyala,6,0,A religious radical shoots six members of his own family to death for trying to prevent him from joining ISIL.
23948,8/12/2014,Pakistan,Karachi,2,0,A Shia doctor is among two people killed in separate sectarian shooting attacks.
23949,8/12/2014,Iraq,Baghdad,13,27,Thirteen people lose their lives to a Mujahideen bombing outside a family home.
23950,8/12/2014,Iraq,Baghdad,2,5,Jihadi car bombers take out two Iraqis.
23951,8/12/2014,Thailand,Yala,2,1,Militant Muslims kill two police officers with a roadside bomb.
23952,8/12/2014,Libya,Tripoli,1,0,A police chief is shot to death by suspected Islamists.
23953,8/12/2014,Afghanistan,Bahrami Shahid,3,0,Three policemen are murdered by Taliban bombers.
23954,8/13/2014,Iraq,Baghdad,6,9,Mujahid bombers murder six people outside of an educational directorate.
23955,8/13/2014,India,Galander,3,0,Three people are machine-gunned point-blank by militant Muslims.
23956,8/13/2014,Iraq,Baghdad,10,21,Ten Iraqis are obliterated by a car bomb in a Sunni district.
23957,8/13/2014,Egypt,el-Mattallah,1,2,A 13-year-old child bleeds out from a Hamas rocket fired from Gaza.
23958,8/13/2014,Yemen,Lahj,14,16,A bomb planted by al-Qaeda takes out fourteen innocents on a main street.
23959,8/13/2014,Syria,Akhtarin,9,0,Caliphate members slit the throats of nine captives.
23960,8/14/2014,Iraq,Fallujah,5,0,Four children and a woman are killed during an attack by Sunni radicals.
23961,8/14/2014,Yemen,Mukallah,3,3,Three security personnel are killed while foiling an Ansar al-Sharia car bombing.
23962,8/14/2014,Kenya,Garissa,2,2,"Pro-Sharia extremists open fire on a crowd of civilians, killing two."
23963,8/14/2014,Kenya,Mandera,1,0,al-Shabaab terrorists murder a road construction worker.
23964,8/15/2014,Kenya,Nairobi,0,1,A convert to Christianity is left in a coma after being thrown from a balcony by devout Muslims.
23965,8/15/2014,Syria,Deraa,14,12,Women and children are among those killed when Islamists bomb a rival mosque.
23966,8/15/2014,Iraq,Sayed Ahmad,6,0,Six Iraqis are executed in cold blood by Islamic State.
23967,8/15/2014,Iraq,Jalawla,1,0,"A Shiite imam is executed in front of his mosque by dedicated Sunnis, who then blow up the mosque."
23968,8/15/2014,Iraq,Kucho,80,0,Eighty men are slaughtered and their women and children enslaved after refusing to convert to Islam.
23969,8/15/2014,Pakistan,Quetta,0,11,A sustained Fedayeen suicide assault on an airbase leaves eleven other injured.
23970,8/15/2014,CAR,Mbres,34,0,Thirty-four people are reported killed by Muslim 'rebels'.
23971,8/15/2014,Iraq,Said Ahmad,5,0,Five members of one family are murdered in their home by members of the Islamic State.
23972,8/15/2014,Iraq,Hit,9,13,Nine civilians are turned to paste by an ISIS rocket.
23973,8/15/2014,Syria,Deir al-Zor,700,0,"Seven-hundred tribesman are executed by the caliphate over the course of a week, mostly by beheading."
23974,8/15/2014,Iraq,Hardan,300,0,Three hundred Yazidis are rounded up and beheaded after being assured of their safety by ISIS if they surrendered.
23975,8/16/2014,Syria,Akhtarin,8,0,Eight captives are beheaded by the Islamic State.
23976,8/16/2014,Iraq,Kucho,312,0,Another three-hundred religious minorities are slaughtered in cold blood by the Islamic State after refusing to convert.
23977,8/16/2014,Mali,Ber,2,9,Two peacekeepers are killed by a Shahid suicide bomber.
23978,8/16/2014,Indonesia,West Nusa Tenggara,1,0,A police officer is shot to death by terrorists.
23979,8/16/2014,Iraq,Samarrah,3,11,"Religion of Peace bombers target an engineering team trying to repair a bridge, killing three."
23980,8/16/2014,Russia,Vladikavkaz,1,0,A moderate imam is shot seven times by suspected Islamic radicals.
23981,8/16/2014,Somalia,Beledweyne,2,0,A woman is among two people shot dead by al-Shabaab fundamentalists.
23982,8/16/2014,India,Awantipora,2,4,Muslim 'separatists' gun down two guards at an airport.
23983,8/16/2014,Syria,Dama,15,20,"Islamist-backed groups attack a Druze village, killing fifteen residents."
23984,8/16/2014,Iraq,Jalawla,13,7,"ISIS members send mortars into a Kurdish neighborhood, killing thirteen."
23985,8/17/2014,Iraq,Kucho,20,0,"Another twenty bodies are discovered, victims of the Islamic State purge of Yazidis who would not convert."
23986,8/17/2014,Iraq,Jalawla,1,0,A captive is executed by the caliphate.
23987,8/18/2014,Nigeria,Maforo,4,0,Four people are butchered by Sharia advocates.
23988,8/18/2014,Nigeria,Durwa,6,0,Six refugees from an earlier attack are hunted down and killed by Boko Haram.
23989,8/18/2014,Egypt,Gharbiya,1,1,Radicals assassinate a police officer.
23990,8/18/2014,Thailand,Yala,2,2,"Terrorists target a group of teachers, killing two of their guards."
23991,8/18/2014,Pakistan,Jamrud,2,0,Taliban hardliners kill a truck driver and a cleaner.
23992,8/18/2014,Cameroon,Greya,3,15,Three civilians are murdered by Boko Haram.
23993,8/18/2014,Pakistan,Karachi,4,0,A salesman and an accountant are among four people gunned down for belonging to the wrong branch of Islam.
23994,8/18/2014,Iraq,Tikrit,4,0,Four local soldiers are ambushed and killed by Mujahideen.
23995,8/18/2014,Iraq,Albu Jwari,1,0,ISIS members cut the throat of an Iraqi.
23996,8/19/2014,Syria,Taftanaz,1,0,An American journalists is beheaded by the Islamic State.
23997,8/19/2014,Pakistan,Tangi,6,1,Three female teachers and two children are incinerated by a remote-controlled blast.
23998,8/19/2014,Libya,Tripoli,3,8,Three people are killed when Islamist militia fire rockets into a residential area.
23999,8/19/2014,Iraq,Hardan,19,2,Reports emerge of Islamic State slaughtering nineteen boys and kidnapping two girls from an extended family.
24000,8/19/2014,Pakistan,Karachi,1,0,A Quran teacher is picked off by Religion of Peace rivals.
24001,8/19/2014,Pakistan,Karachi,3,0,Three policemen are shot to death by fundamentalists.
24002,8/19/2014,Iraq,Baghdad,2,10,Two residents are killed when Jihadis send a rocket into their neighborhood.
24003,8/19/2014,Sudan,Port Sudan,1,0,A man dies from trauma after a Sharia court flogs him for drinking.
24004,8/19/2014,Iraq,Mosul,1,0,A female doctor is murdered after organizing a protest against having to wear the scarf when treating patients.
24005,8/20/2014,Kenya,Lamu,1,0,Religion of Peace activists kidnap and behead a Christian.
24006,8/20/2014,Egypt,Sheikh Zuweid,4,0,Ansar Beit al-Maqdis members behead four male captives.
24007,8/20/2014,Afghanistan,Uruzgan,3,2,A 'gruesome' Taliban bomb attack produces three dead civilians.
24008,8/20/2014,Nigeria,Buni Yadi,2,0,Armed fundamentalists invade a small town and execute two people for smoking.
24009,8/20/2014,Syria,Aleppo,3,0,Three civilians are pulled in front of a crowd and shot in the head by ISIS.
24010,8/20/2014,Afghanistan,Kabul,1,0,A 'foreigner' is brutally stabbed to death.
24011,8/20/2014,Iraq,Kirkuk,2,9,Two people lose their lives to a Mujahideen bomb blast.
24012,8/21/2014,Pal. Auth.,Gaza,18,0,Eighteen Palestinians are publicly executed and dragged through the streets by Hamas.
24013,8/21/2014,Pakistan,Peshawar,2,0,Two truck drivers are murdered by the Taliban.
24014,8/21/2014,Pakistan,Chadrar,1,4,One person is killed when Muslim militants throw a grenade into a family home.
24015,8/22/2014,Iraq,Baghdad,8,0,Eight Iraqis are reduced to pulp by a suicide bomber.
24016,8/22/2014,Iraq,Tikrit,9,0,A Sunni suicide bomber takes out nine Shiites.
24017,8/22/2014,Iraq,Shirqat,12,0,A dozen Iraqis are kidnapped and executed by ISIS.
24018,8/22/2014,Iraq,Himreen,5,12,A targeted triple-bombing produced five dead Shiites.
24019,8/22/2014,Israel,Sha'ar Hanegev,1,3,A 4-year-old boy is taken out by a Hamas rocket.
24020,8/22/2014,Iraq,Baghdad,73,20,"Shia militia turn a Sunni mosque into a bloodbath, machine-gunning seventy-three worshippers."
24021,8/22/2014,Israel,Ashdod,1,0,An Israeli is killed by an Hamas rocket.
24022,8/23/2014,Afghanistan,Kabul,0,10,A suicide bomber detonates along a city street.
24023,8/23/2014,Pakistan,Karachi,1,0,Sipah-e-Sahaba gunmen take down a Shiite.
24024,8/23/2014,Pakistan,Sadat Colony,2,0,Two Sunnis are murdered in their shop by Shia gunmen.
24025,8/23/2014,Pakistan,Zaman,3,3,Three devotees lose their lives when Religion of Peace rivals fire into their shrine.
24026,8/23/2014,Yemen,Shibam,3,6,An al-Qaeda ambush kills three local soldiers.
24027,8/23/2014,Iraq,Baghdad,11,24,Eleven Iraqis are pulled into pieces by a Fedayeen suicide car bomber.
24028,8/23/2014,Iraq,Kirkuk,31,123,Three suicide bombers take out thirty-one patrons in a crowded commercial district.
24029,8/24/2014,Nigeria,Gwoza,35,0,Boko Haram releases a video of civilians being executed as the narrator explains that 'Allah commands us to kill without pity'.
24030,8/24/2014,Iraq,Baqubah,2,0,ISIS blow up a Shia mosque and kill two people.
24031,8/24/2014,Iraq,Haditha,4,3,A Shahid suicide bomber sends four young people to Allah.
24032,8/24/2014,Iraq,Baghdad,7,11,Jihadi car bombers take out seven Shiites.
24033,8/24/2014,Syria,Raqqa,150,0,One-hundred and fifty Syrian soldiers are captured and beheaded by the Islamic State.
24034,8/24/2014,Nigeria,Taraba,20,85,Muslim gunmen kill twenty villagers and burn two churches in a suspected sectarian attack.
24035,8/25/2014,Iraq,Mosul,3,0,Three women suspected of prostitution are tortured and shot.
24036,8/25/2014,Kenya,Garissa,1,1,A school teacher is murdered by al-Shabaab gunmen.
24037,8/25/2014,Pakistan,Jamrud,2,1,Taliban snipers pick off a truck driver and his assistant.
24038,8/25/2014,Nigeria,Ashigashya,3,0,Religion of Peace proponents butcher three people in front of a church.
24039,8/25/2014,Iraq,Qayara,3,0,Three Iraqis are beheaded by the Islamic State.
24040,8/25/2014,Iraq,Karbala,12,31,Sunni bombers massacre a dozen Shiites.
24041,8/25/2014,Iraq,Baghdad,15,21,Fifteen patrons at a crowded restaurant are exterminated in mid-bite by two Holy Warrior car bombs.
24042,8/25/2014,Iraq,Shaab,2,10,Two patrons at a market are taken out by Jihadi bombers.
24043,8/25/2014,Iraq,Hillah,11,26,Two Mujahid car bombs claim the lives of eleven innocents.
24044,8/25/2014,Iraq,Baghdad,15,32,A Fedayeen suicide bomber takes out fifteen worshippers at a rival mosque.
24045,8/25/2014,Nigeria,Gambouru,15,3,Women and children are among fifteen civilians pulled out of their cars and shot to death by Boko Haram.
24046,8/25/2014,Nigeria,Kafin Hausa,6,0,Six people are reported dead after Boko Haram attack two towns and burn a church.
24047,8/26/2014,Iraq,Mosul,5,0,Five men are executed with shots to the head after being convicted by a caliphate court.
24048,8/26/2014,Iraq,Baghdad,15,37,A Fedayeen suicide bomber takes out fifteen innocents in a Shiite district.
24049,8/26/2014,Iraq,Abbasi,12,0,A dozen Iraqis are laid out in a row and machine-gunned by the Islamic State.
